model,rep,item_id,noun,det,construction,item_type,rating
claude,4,c102,folks,several,agentive,critical,6
claude,4,c103,folks,several,existential,critical,6
claude,4,c104,folks,several,agentive,critical,6
claude,4,c105,folks,several,existential,critical,6
claude,4,c106,folks,several,agentive,critical,6
claude,4,c107,folks,several,existential,critical,6
claude,4,c108,folks,several,agentive,critical,6
claude,4,c109,folks,several,existential,critical,6
claude,4,c110,folks,several,agentive,critical,6
claude,4,c111,folks,several,existential,critical,6
claude,4,c112,folks,several,agentive,critical,6
claude,4,c113,folks,several,existential,critical,6
claude,4,c114,folks,several,agentive,critical,6
claude,4,c115,folks,several,existential,critical,6
claude,4,c116,folks,several,agentive,critical,6
claude,4,c117,folks,several,existential,critical,6
claude,4,c118,folks,several,agentive,critical,6
claude,4,c119,folks,several,existential,critical,6
claude,4,c120,folks,several,agentive,critical,6
claude,4,c121,folks,several,existential,critical,6
claude,4,c122,folks,several,agentive,critical,6
claude,4,c123,folks,several,existential,critical,6
claude,4,c124,folks,several,agentive,critical,6
claude,4,c125,folks,several,existential,critical,6
claude,4,c126,folks,several,agentive,critical,6
claude,4,c127,folks,several,existential,critical,6
claude,4,c128,folks,several,agentive,critical,6
claude,4,fg01,NA,NA,NA,filler_good,7
claude,4,fg02,NA,NA,NA,filler_good,7
claude,4,fg03,NA,NA,NA,filler_good,7
claude,4,fg04,NA,NA,NA,filler_good,7
claude,4,fg05,NA,NA,NA,filler_good,7
claude,4,fg06,NA,NA,NA,filler_good,7
claude,4,fg07,NA,NA,NA,filler_good,7
claude,4,fg08,NA,NA,NA,filler_good,7
claude,4,fg09,NA,NA,NA,filler_good,7
claude,4,fg10,NA,NA,NA,filler_good,7
claude,4,fg11,NA,NA,NA,filler_good,7
claude,4,fg12,NA,NA,NA,filler_good,7
claude,4,fm01,NA,NA,NA,filler_mild,3
claude,4,fm02,NA,NA,NA,filler_mild,3
claude,4,fm03,NA,NA,NA,filler_mild,4
claude,4,fm04,NA,NA,NA,filler_mild,4
claude,4,fm05,NA,NA,NA,filler_mild,3
claude,4,fm06,NA,NA,NA,filler_mild,3
claude,4,fm07,NA,NA,NA,filler_mild,7
claude,4,fm08,NA,NA,NA,filler_mild,7
claude,4,fm09,NA,NA,NA,filler_mild,7
claude,4,fm10,NA,NA,NA,filler_mild,6
claude,4,fm11,NA,NA,NA,filler_mild,7
claude,4,fm12,NA,NA,NA,filler_mild,6
claude,4,fd01,NA,NA,NA,filler_degraded,3
claude,4,fd02,NA,NA,NA,filler_degraded,2
claude,4,fd03,NA,NA,NA,filler_degraded,2
claude,4,fd04,NA,NA,NA,filler_degraded,1
claude,4,fd05,NA,NA,NA,filler_degraded,3
claude,4,fd06,NA,NA,NA,filler_degraded,2
claude,4,fd07,NA,NA,NA,filler_degraded,2
claude,4,fd08,NA,NA,NA,filler_degraded,1
claude,4,fd09,NA,NA,NA,filler_degraded,3
claude,4,fd10,NA,NA,NA,filler_degraded,2
claude,4,fd11,NA,NA,NA,filler_degraded,3
claude,4,fd12,NA,NA,NA,filler_degraded,3
claude,4,fu01,NA,NA,NA,filler_ungram,1
claude,4,fu02,NA,NA,NA,filler_ungram,1
claude,4,fu03,NA,NA,NA,filler_ungram,1
claude,4,fu04,NA,NA,NA,filler_ungram,1
claude,4,fu05,NA,NA,NA,filler_ungram,1
claude,4,fu06,NA,NA,NA,filler_ungram,1
claude,4,fu07,NA,NA,NA,filler_ungram,1
claude,4,fu08,NA,NA,NA,filler_ungram,1
claude,4,fu09,NA,NA,NA,filler_ungram,1
claude,4,fu10,NA,NA,NA,filler_ungram,1
claude,4,fu11,NA,NA,NA,filler_ungram,1
claude,4,fu12,NA,NA,NA,filler_ungram,1
claude,5,c001,people,three,existential,critical,7
claude,5,c002,people,three,agentive,critical,7
claude,5,c003,people,three,existential,critical,7
claude,5,c004,people,three,agentive,critical,7
claude,5,c005,people,three,existential,critical,7
claude,5,c006,people,three,agentive,critical,7
claude,5,c007,people,three,existential,critical,7
claude,5,c008,people,three,agentive,critical,7
claude,5,c009,people,three,existential,critical,7
claude,5,c010,people,three,agentive,critical,7
claude,5,c011,people,three,existential,critical,7
claude,5,c012,people,three,agentive,critical,7
claude,5,c013,people,three,existential,critical,7
claude,5,c014,people,three,agentive,critical,7
claude,5,c015,people,three,existential,critical,7
claude,5,c016,people,three,agentive,critical,7
claude,5,c017,people,three,existential,critical,7
claude,5,c018,people,three,agentive,critical,7
claude,5,c019,people,three,existential,critical,7
claude,5,c020,people,three,agentive,critical,7
claude,5,c021,people,three,existential,critical,7
claude,5,c022,people,three,agentive,critical,7
claude,5,c023,people,three,existential,critical,7
claude,5,c024,people,three,agentive,critical,7
claude,5,c025,people,three,existential,critical,7
claude,5,c026,people,three,agentive,critical,7
claude,5,c027,people,three,existential,critical,7
claude,5,c028,people,three,agentive,critical,7
claude,5,c029,people,three,existential,critical,7
claude,5,c030,people,three,agentive,critical,7
claude,5,c031,people,three,existential,critical,7
claude,5,c032,people,three,agentive,critical,7
claude,5,c033,people,several,existential,critical,7
claude,5,c034,people,several,agentive,critical,7
claude,5,c035,people,several,existential,critical,7
claude,5,c036,people,several,agentive,critical,7
claude,5,c037,people,several,existential,critical,7
claude,5,c038,people,several,agentive,critical,7
claude,5,c039,people,several,existential,critical,7
claude,5,c040,people,several,agentive,critical,7
claude,5,c041,people,several,existential,critical,7
claude,5,c042,people,several,agentive,critical,7
claude,5,c043,people,several,existential,critical,7
claude,5,c044,people,several,agentive,critical,7
claude,5,c045,people,several,existential,critical,7
claude,5,c046,people,several,agentive,critical,7
claude,5,c047,people,several,existential,critical,7
claude,5,c048,people,several,agentive,critical,7
claude,5,c049,people,several,existential,critical,7
claude,5,c050,people,several,agentive,critical,7
claude,5,c051,people,several,existential,critical,7
claude,5,c052,people,several,agentive,critical,7
claude,5,c053,people,several,existential,critical,7
claude,5,c054,people,several,agentive,critical,7
claude,5,c055,people,several,existential,critical,7
claude,5,c056,people,several,agentive,critical,7
claude,5,c057,people,several,existential,critical,7
claude,5,c058,people,several,agentive,critical,7
claude,5,c059,people,several,existential,critical,7
claude,5,c060,people,several,agentive,critical,7
claude,5,c061,people,several,existential,critical,7
claude,5,c062,people,several,agentive,critical,7
claude,5,c063,people,several,existential,critical,7
claude,5,c064,people,several,agentive,critical,7
claude,5,c065,folks,three,existential,critical,5
claude,5,c066,folks,three,agentive,critical,5
claude,5,c067,folks,three,existential,critical,5
claude,5,c068,folks,three,agentive,critical,5
claude,5,c069,folks,three,existential,critical,5
claude,5,c070,folks,three,agentive,critical,5
claude,5,c071,folks,three,existential,critical,5
claude,5,c072,folks,three,agentive,critical,5
claude,5,c073,folks,three,existential,critical,5
claude,5,c074,folks,three,agentive,critical,5
claude,5,c075,folks,three,existential,critical,5
claude,5,c076,folks,three,agentive,critical,5
claude,5,c077,folks,three,existential,critical,5
claude,5,c078,folks,three,agentive,critical,5
claude,5,c079,folks,three,existential,critical,5
claude,5,c080,folks,three,agentive,critical,5
claude,5,c081,folks,three,existential,critical,5
claude,5,c082,folks,three,agentive,critical,5
claude,5,c083,folks,three,existential,critical,4
claude,5,c084,folks,three,agentive,critical,4
claude,5,c085,folks,three,existential,critical,5
claude,5,c086,folks,three,agentive,critical,5
claude,5,c087,folks,three,existential,critical,5
claude,5,c088,folks,three,agentive,critical,5
claude,5,c089,folks,three,existential,critical,5
claude,5,c090,folks,three,agentive,critical,5
claude,5,c091,folks,three,existential,critical,5
claude,5,c092,folks,three,agentive,critical,5
claude,5,c093,folks,three,existential,critical,5
claude,5,c094,folks,three,agentive,critical,5
claude,5,c095,folks,three,existential,critical,5
claude,5,c096,folks,three,agentive,critical,5
claude,5,c097,folks,several,existential,critical,6
claude,5,c098,folks,several,agentive,critical,6
claude,5,c099,folks,several,existential,critical,6
claude,5,c100,folks,several,agentive,critical,6
claude,5,c101,folks,several,existential,critical,6
claude,5,c102,folks,several,agentive,critical,6
claude,5,c103,folks,several,existential,critical,6
claude,5,c104,folks,several,agentive,critical,6
claude,5,c105,folks,several,existential,critical,6
claude,5,c106,folks,several,agentive,critical,6
claude,5,c107,folks,several,existential,critical,6
claude,5,c108,folks,several,agentive,critical,6
claude,5,c109,folks,several,existential,critical,6
claude,5,c110,folks,several,agentive,critical,6
claude,5,c111,folks,several,existential,critical,6
claude,5,c112,folks,several,agentive,critical,6
claude,5,c113,folks,several,existential,critical,6
claude,5,c114,folks,several,agentive,critical,6
claude,5,c115,folks,several,existential,critical,6
claude,5,c116,folks,several,agentive,critical,6
claude,5,c117,folks,several,existential,critical,6
claude,5,c118,folks,several,agentive,critical,6
claude,5,c119,folks,several,existential,critical,6
claude,5,c120,folks,several,agentive,critical,6
claude,5,c121,folks,several,existential,critical,6
claude,5,c122,folks,several,agentive,critical,6
claude,5,c123,folks,several,existential,critical,6
claude,5,c124,folks,several,agentive,critical,6
claude,5,c125,folks,several,existential,critical,6
claude,5,c126,folks,several,agentive,critical,6
claude,5,c127,folks,several,existential,critical,6
claude,5,c128,folks,several,agentive,critical,6
claude,5,fg01,NA,NA,NA,filler_good,7
claude,5,fg02,NA,NA,NA,filler_good,7
claude,5,fg03,NA,NA,NA,filler_good,7
claude,5,fg04,NA,NA,NA,filler_good,7
claude,5,fg05,NA,NA,NA,filler_good,7
claude,5,fg06,NA,NA,NA,filler_good,7
claude,5,fg07,NA,NA,NA,filler_good,7
claude,5,fg08,NA,NA,NA,filler_good,7
claude,5,fg09,NA,NA,NA,filler_good,7
claude,5,fg10,NA,NA,NA,filler_good,7
claude,5,fg11,NA,NA,NA,filler_good,7
claude,5,fg12,NA,NA,NA,filler_good,7
claude,5,fm01,NA,NA,NA,filler_mild,3
claude,5,fm02,NA,NA,NA,filler_mild,3
claude,5,fm03,NA,NA,NA,filler_mild,4
claude,5,fm04,NA,NA,NA,filler_mild,4
claude,5,fm05,NA,NA,NA,filler_mild,3
claude,5,fm06,NA,NA,NA,filler_mild,3
claude,5,fm07,NA,NA,NA,filler_mild,7
claude,5,fm08,NA,NA,NA,filler_mild,7
claude,5,fm09,NA,NA,NA,filler_mild,7
claude,5,fm10,NA,NA,NA,filler_mild,6
claude,5,fm11,NA,NA,NA,filler_mild,7
claude,5,fm12,NA,NA,NA,filler_mild,6
claude,5,fd01,NA,NA,NA,filler_degraded,4
claude,5,fd02,NA,NA,NA,filler_degraded,3
claude,5,fd03,NA,NA,NA,filler_degraded,2
claude,5,fd04,NA,NA,NA,filler_degraded,1
claude,5,fd05,NA,NA,NA,filler_degraded,4
claude,5,fd06,NA,NA,NA,filler_degraded,2
claude,5,fd07,NA,NA,NA,filler_degraded,2
claude,5,fd08,NA,NA,NA,filler_degraded,1
claude,5,fd09,NA,NA,NA,filler_degraded,3
claude,5,fd10,NA,NA,NA,filler_degraded,2
claude,5,fd11,NA,NA,NA,filler_degraded,3
claude,5,fd12,NA,NA,NA,filler_degraded,4
claude,5,fu01,NA,NA,NA,filler_ungram,1
claude,5,fu02,NA,NA,NA,filler_ungram,1
claude,5,fu03,NA,NA,NA,filler_ungram,1
claude,5,fu04,NA,NA,NA,filler_ungram,1
claude,5,fu05,NA,NA,NA,filler_ungram,1
claude,5,fu06,NA,NA,NA,filler_ungram,1
claude,5,fu07,NA,NA,NA,filler_ungram,1
claude,5,fu08,NA,NA,NA,filler_ungram,1
claude,5,fu09,NA,NA,NA,filler_ungram,1
claude,5,fu10,NA,NA,NA,filler_ungram,1
claude,5,fu11,NA,NA,NA,filler_ungram,1
claude,5,fu12,NA,NA,NA,filler_ungram,1
gpt4o,1,c001,people,three,existential,critical,7
gpt4o,1,c002,people,three,agentive,critical,7
gpt4o,1,c003,people,three,existential,critical,7
gpt4o,1,c004,people,three,agentive,critical,7
gpt4o,1,c005,people,three,existential,critical,7
gpt4o,1,c006,people,three,agentive,critical,7
gpt4o,1,c007,people,three,existential,critical,7
gpt4o,1,c008,people,three,agentive,critical,7
gpt4o,1,c009,people,three,existential,critical,7
gpt4o,1,c010,people,three,agentive,critical,7
gpt4o,1,c011,people,three,existential,critical,7
gpt4o,1,c012,people,three,agentive,critical,7
gpt4o,1,c013,people,three,existential,critical,7
gpt4o,1,c014,people,three,agentive,critical,7
gpt4o,1,c015,people,three,existential,critical,7
gpt4o,1,c016,people,three,agentive,critical,7
gpt4o,1,c017,people,three,existential,critical,7
gpt4o,1,c018,people,three,agentive,critical,7
gpt4o,1,c019,people,three,existential,critical,7
gpt4o,1,c020,people,three,agentive,critical,7
gpt4o,1,c021,people,three,existential,critical,7
gpt4o,1,c022,people,three,agentive,critical,7
gpt4o,1,c023,people,three,existential,critical,7
gpt4o,1,c024,people,three,agentive,critical,7
gpt4o,1,c025,people,three,existential,critical,7
gpt4o,1,c026,people,three,agentive,critical,7
gpt4o,1,c027,people,three,existential,critical,7
gpt4o,1,c028,people,three,agentive,critical,7
gpt4o,1,c029,people,three,existential,critical,7
gpt4o,1,c030,people,three,agentive,critical,7
gpt4o,1,c031,people,three,existential,critical,7
gpt4o,1,c032,people,three,agentive,critical,7
gpt4o,1,c033,people,several,existential,critical,7
gpt4o,1,c034,people,several,agentive,critical,7
gpt4o,1,c035,people,several,existential,critical,7
gpt4o,1,c036,people,several,agentive,critical,7
gpt4o,1,c037,people,several,existential,critical,7
gpt4o,1,c038,people,several,agentive,critical,7
gpt4o,1,c039,people,several,existential,critical,7
gpt4o,1,c040,people,several,agentive,critical,7
gpt4o,1,c041,people,several,existential,critical,7
gpt4o,1,c042,people,several,agentive,critical,7
gpt4o,1,c043,people,several,existential,critical,7
gpt4o,1,c044,people,several,agentive,critical,7
gpt4o,1,c045,people,several,existential,critical,7
gpt4o,1,c046,people,several,agentive,critical,7
gpt4o,1,c047,people,several,existential,critical,7
gpt4o,1,c048,people,several,agentive,critical,7
gpt4o,1,c049,people,several,existential,critical,7
gpt4o,1,c050,people,several,agentive,critical,7
gpt4o,1,c051,people,several,existential,critical,7
gpt4o,1,c052,people,several,agentive,critical,7
gpt4o,1,c053,people,several,existential,critical,7
gpt4o,1,c054,people,several,agentive,critical,7
gpt4o,1,c055,people,several,existential,critical,7
gpt4o,1,c056,people,several,agentive,critical,7
gpt4o,1,c057,people,several,existential,critical,7
gpt4o,1,c058,people,several,agentive,critical,7
gpt4o,1,c059,people,several,existential,critical,7
gpt4o,1,c060,people,several,agentive,critical,7
gpt4o,1,c061,people,several,existential,critical,7
gpt4o,1,c062,people,several,agentive,critical,7
gpt4o,1,c063,people,several,existential,critical,7
gpt4o,1,c064,people,several,agentive,critical,7
gpt4o,1,c065,folks,three,existential,critical,6
gpt4o,1,c066,folks,three,agentive,critical,6
gpt4o,1,c067,folks,three,existential,critical,6
gpt4o,1,c068,folks,three,agentive,critical,6
gpt4o,1,c069,folks,three,existential,critical,6
gpt4o,1,c070,folks,three,agentive,critical,6
gpt4o,1,c071,folks,three,existential,critical,6
gpt4o,1,c072,folks,three,agentive,critical,6
gpt4o,1,c073,folks,three,existential,critical,6
gpt4o,1,c074,folks,three,agentive,critical,6
gpt4o,1,c075,folks,three,existential,critical,6
gpt4o,1,c076,folks,three,agentive,critical,6
gpt4o,1,c077,folks,three,existential,critical,6
gpt4o,1,c078,folks,three,agentive,critical,6
gpt4o,1,c079,folks,three,existential,critical,6
gpt4o,1,c080,folks,three,agentive,critical,6
gpt4o,1,c081,folks,three,existential,critical,6
gpt4o,1,c082,folks,three,agentive,critical,6
gpt4o,1,c083,folks,three,existential,critical,6
gpt4o,1,c084,folks,three,agentive,critical,6
gpt4o,1,c085,folks,three,existential,critical,6
gpt4o,1,c086,folks,three,agentive,critical,6
gpt4o,1,c087,folks,three,existential,critical,6
gpt4o,1,c088,folks,three,agentive,critical,6
gpt4o,1,c089,folks,three,existential,critical,6
gpt4o,1,c090,folks,three,agentive,critical,6
gpt4o,1,c091,folks,three,existential,critical,6
gpt4o,1,c092,folks,three,agentive,critical,6
gpt4o,1,c093,folks,three,existential,critical,6
gpt4o,1,c094,folks,three,agentive,critical,6
gpt4o,1,c095,folks,three,existential,critical,6
gpt4o,1,c096,folks,three,agentive,critical,6
gpt4o,1,c097,folks,several,existential,critical,6
gpt4o,1,c098,folks,several,agentive,critical,6
gpt4o,1,c099,folks,several,existential,critical,6
gpt4o,1,c100,folks,several,agentive,critical,6
gpt4o,1,c101,folks,several,existential,critical,6
gpt4o,1,c102,folks,several,agentive,critical,6
gpt4o,1,c103,folks,several,existential,critical,6
gpt4o,1,c104,folks,several,agentive,critical,6
gpt4o,1,c105,folks,several,existential,critical,6
gpt4o,1,c106,folks,several,agentive,critical,6
gpt4o,1,c107,folks,several,existential,critical,6
gpt4o,1,c108,folks,several,agentive,critical,6
gpt4o,1,c109,folks,several,existential,critical,6
gpt4o,1,c110,folks,several,agentive,critical,6
gpt4o,1,c111,folks,several,existential,critical,6
gpt4o,1,c112,folks,several,agentive,critical,6
gpt4o,1,c113,folks,several,existential,critical,6
gpt4o,1,c114,folks,several,agentive,critical,6
gpt4o,1,c115,folks,several,existential,critical,6
gpt4o,1,c116,folks,several,agentive,critical,6
gpt4o,1,c117,folks,several,existential,critical,6
gpt4o,1,c118,folks,several,agentive,critical,6
gpt4o,1,c119,folks,several,existential,critical,6
gpt4o,1,c120,folks,several,agentive,critical,6
gpt4o,1,c121,folks,several,existential,critical,6
gpt4o,1,c122,folks,several,agentive,critical,6
gpt4o,1,c123,folks,several,existential,critical,6
gpt4o,1,c124,folks,several,agentive,critical,6
gpt4o,1,c125,folks,several,existential,critical,6
gpt4o,1,c126,folks,several,agentive,critical,6
gpt4o,1,c127,folks,several,existential,critical,6
gpt4o,1,c128,folks,several,agentive,critical,6
gpt4o,1,fg01,NA,NA,NA,filler_good,7
gpt4o,1,fg02,NA,NA,NA,filler_good,7
gpt4o,1,fg03,NA,NA,NA,filler_good,7
gpt4o,1,fg04,NA,NA,NA,filler_good,7
gpt4o,1,fg05,NA,NA,NA,filler_good,7
gpt4o,1,fg06,NA,NA,NA,filler_good,7
gpt4o,1,fg07,NA,NA,NA,filler_good,7
gpt4o,1,fg08,NA,NA,NA,filler_good,7
gpt4o,1,fg09,NA,NA,NA,filler_good,7
gpt4o,1,fg10,NA,NA,NA,filler_good,7
gpt4o,1,fg11,NA,NA,NA,filler_good,7
gpt4o,1,fg12,NA,NA,NA,filler_good,7
gpt4o,1,fm01,NA,NA,NA,filler_mild,2
gpt4o,1,fm02,NA,NA,NA,filler_mild,3
gpt4o,1,fm03,NA,NA,NA,filler_mild,5
gpt4o,1,fm04,NA,NA,NA,filler_mild,1
gpt4o,1,fm05,NA,NA,NA,filler_mild,2
gpt4o,1,fm06,NA,NA,NA,filler_mild,3
gpt4o,1,fm07,NA,NA,NA,filler_mild,7
gpt4o,1,fm08,NA,NA,NA,filler_mild,7
gpt4o,1,fm09,NA,NA,NA,filler_mild,7
gpt4o,1,fm10,NA,NA,NA,filler_mild,6
gpt4o,1,fm11,NA,NA,NA,filler_mild,7
gpt4o,1,fm12,NA,NA,NA,filler_mild,7
gpt4o,1,fd01,NA,NA,NA,filler_degraded,2
gpt4o,1,fd02,NA,NA,NA,filler_degraded,2
gpt4o,1,fd03,NA,NA,NA,filler_degraded,2
gpt4o,1,fd04,NA,NA,NA,filler_degraded,1
gpt4o,1,fd05,NA,NA,NA,filler_degraded,2
gpt4o,1,fd06,NA,NA,NA,filler_degraded,1
gpt4o,1,fd07,NA,NA,NA,filler_degraded,2
gpt4o,1,fd08,NA,NA,NA,filler_degraded,1
gpt4o,1,fd09,NA,NA,NA,filler_degraded,2
gpt4o,1,fd10,NA,NA,NA,filler_degraded,1
gpt4o,1,fd11,NA,NA,NA,filler_degraded,1
gpt4o,1,fd12,NA,NA,NA,filler_degraded,2
gpt4o,1,fu01,NA,NA,NA,filler_ungram,1
gpt4o,1,fu02,NA,NA,NA,filler_ungram,1
gpt4o,1,fu03,NA,NA,NA,filler_ungram,1
gpt4o,1,fu04,NA,NA,NA,filler_ungram,1
gpt4o,1,fu05,NA,NA,NA,filler_ungram,1
gpt4o,1,fu06,NA,NA,NA,filler_ungram,1
gpt4o,1,fu07,NA,NA,NA,filler_ungram,1
gpt4o,1,fu08,NA,NA,NA,filler_ungram,1
gpt4o,1,fu09,NA,NA,NA,filler_ungram,1
gpt4o,1,fu10,NA,NA,NA,filler_ungram,1
gpt4o,1,fu11,NA,NA,NA,filler_ungram,1
gpt4o,1,fu12,NA,NA,NA,filler_ungram,1
gpt4o,2,c001,people,three,existential,critical,7
gpt4o,2,c002,people,three,agentive,critical,7
gpt4o,2,c003,people,three,existential,critical,7
gpt4o,2,c004,people,three,agentive,critical,7
gpt4o,2,c005,people,three,existential,critical,7
gpt4o,2,c006,people,three,agentive,critical,7
gpt4o,2,c007,people,three,existential,critical,7
gpt4o,2,c008,people,three,agentive,critical,7
gpt4o,2,c009,people,three,existential,critical,7
gpt4o,2,c010,people,three,agentive,critical,7
gpt4o,2,c011,people,three,existential,critical,7
gpt4o,2,c012,people,three,agentive,critical,7
gpt4o,2,c013,people,three,existential,critical,6
gpt4o,2,c014,people,three,agentive,critical,7
gpt4o,2,c015,people,three,existential,critical,7
gpt4o,2,c016,people,three,agentive,critical,7
gpt4o,2,c017,people,three,existential,critical,7
gpt4o,2,c018,people,three,agentive,critical,7
gpt4o,2,c019,people,three,existential,critical,7
gpt4o,2,c020,people,three,agentive,critical,7
gpt4o,2,c021,people,three,existential,critical,7
gpt4o,2,c022,people,three,agentive,critical,7
gpt4o,2,c023,people,three,existential,critical,7
gpt4o,2,c024,people,three,agentive,critical,7
gpt4o,2,c025,people,three,existential,critical,7
gpt4o,2,c026,people,three,agentive,critical,7
gpt4o,2,c027,people,three,existential,critical,7
gpt4o,2,c028,people,three,agentive,critical,7
gpt4o,2,c029,people,three,existential,critical,7
gpt4o,2,c030,people,three,agentive,critical,7
gpt4o,2,c031,people,three,existential,critical,7
gpt4o,2,c032,people,three,agentive,critical,7
gpt4o,2,c033,people,several,existential,critical,7
gpt4o,2,c034,people,several,agentive,critical,7
gpt4o,2,c035,people,several,existential,critical,7
gpt4o,2,c036,people,several,agentive,critical,7
gpt4o,2,c037,people,several,existential,critical,7
gpt4o,2,c038,people,several,agentive,critical,7
gpt4o,2,c039,people,several,existential,critical,7
gpt4o,2,c040,people,several,agentive,critical,7
gpt4o,2,c041,people,several,existential,critical,7
gpt4o,2,c042,people,several,agentive,critical,7
gpt4o,2,c043,people,several,existential,critical,7
gpt4o,2,c044,people,several,agentive,critical,7
gpt4o,2,c045,people,several,existential,critical,6
gpt4o,2,c046,people,several,agentive,critical,7
gpt4o,2,c047,people,several,existential,critical,7
gpt4o,2,c048,people,several,agentive,critical,7
gpt4o,2,c049,people,several,existential,critical,7
gpt4o,2,c050,people,several,agentive,critical,7
gpt4o,2,c051,people,several,existential,critical,7
gpt4o,2,c052,people,several,agentive,critical,7
gpt4o,2,c053,people,several,existential,critical,7
gpt4o,2,c054,people,several,agentive,critical,7
gpt4o,2,c055,people,several,existential,critical,7
gpt4o,2,c056,people,several,agentive,critical,7
gpt4o,2,c057,people,several,existential,critical,7
gpt4o,2,c058,people,several,agentive,critical,7
gpt4o,2,c059,people,several,existential,critical,7
gpt4o,2,c060,people,several,agentive,critical,7
gpt4o,2,c061,people,several,existential,critical,7
gpt4o,2,c062,people,several,agentive,critical,7
gpt4o,2,c063,people,several,existential,critical,7
gpt4o,2,c064,people,several,agentive,critical,7
gpt4o,2,c065,folks,three,existential,critical,6
gpt4o,2,c066,folks,three,agentive,critical,6
gpt4o,2,c067,folks,three,existential,critical,6
gpt4o,2,c068,folks,three,agentive,critical,6
gpt4o,2,c069,folks,three,existential,critical,6
gpt4o,2,c070,folks,three,agentive,critical,6
gpt4o,2,c071,folks,three,existential,critical,6
gpt4o,2,c072,folks,three,agentive,critical,6
gpt4o,2,c073,folks,three,existential,critical,6
gpt4o,2,c074,folks,three,agentive,critical,6
gpt4o,2,c075,folks,three,existential,critical,6
gpt4o,2,c076,folks,three,agentive,critical,6
gpt4o,2,c077,folks,three,existential,critical,5
gpt4o,2,c078,folks,three,agentive,critical,6
gpt4o,2,c079,folks,three,existential,critical,6
gpt4o,2,c080,folks,three,agentive,critical,6
gpt4o,2,c081,folks,three,existential,critical,6
gpt4o,2,c082,folks,three,agentive,critical,6
gpt4o,2,c083,folks,three,existential,critical,6
gpt4o,2,c084,folks,three,agentive,critical,6
gpt4o,2,c085,folks,three,existential,critical,6
gpt4o,2,c086,folks,three,agentive,critical,6
gpt4o,2,c087,folks,three,existential,critical,6
gpt4o,2,c088,folks,three,agentive,critical,6
gpt4o,2,c089,folks,three,existential,critical,6
gpt4o,2,c090,folks,three,agentive,critical,6
gpt4o,2,c091,folks,three,existential,critical,6
gpt4o,2,c092,folks,three,agentive,critical,6
gpt4o,2,c093,folks,three,existential,critical,6
gpt4o,2,c094,folks,three,agentive,critical,6
gpt4o,2,c095,folks,three,existential,critical,6
gpt4o,2,c096,folks,three,agentive,critical,6
gpt4o,2,c097,folks,several,existential,critical,6
gpt4o,2,c098,folks,several,agentive,critical,6
gpt4o,2,c099,folks,several,existential,critical,6
gpt4o,2,c100,folks,several,agentive,critical,6
gpt4o,2,c101,folks,several,existential,critical,6
gpt4o,2,c102,folks,several,agentive,critical,6
gpt4o,2,c103,folks,several,existential,critical,6
gpt4o,2,c104,folks,several,agentive,critical,6
gpt4o,2,c105,folks,several,existential,critical,6
gpt4o,2,c106,folks,several,agentive,critical,6
gpt4o,2,c107,folks,several,existential,critical,6
gpt4o,2,c108,folks,several,agentive,critical,6
gpt4o,2,c109,folks,several,existential,critical,5
gpt4o,2,c110,folks,several,agentive,critical,6
gpt4o,2,c111,folks,several,existential,critical,6
gpt4o,2,c112,folks,several,agentive,critical,6
gpt4o,2,c113,folks,several,existential,critical,6
gpt4o,2,c114,folks,several,agentive,critical,6
gpt4o,2,c115,folks,several,existential,critical,6
gpt4o,2,c116,folks,several,agentive,critical,6
gpt4o,2,c117,folks,several,existential,critical,6
gpt4o,2,c118,folks,several,agentive,critical,6
gpt4o,2,c119,folks,several,existential,critical,6
gpt4o,2,c120,folks,several,agentive,critical,6
gpt4o,2,c121,folks,several,existential,critical,6
gpt4o,2,c122,folks,several,agentive,critical,6
gpt4o,2,c123,folks,several,existential,critical,6
gpt4o,2,c124,folks,several,agentive,critical,6
gpt4o,2,c125,folks,several,existential,critical,6
gpt4o,2,c126,folks,several,agentive,critical,6
gpt4o,2,c127,folks,several,existential,critical,6
gpt4o,2,c128,folks,several,agentive,critical,6
gpt4o,2,fg01,NA,NA,NA,filler_good,7
gpt4o,2,fg02,NA,NA,NA,filler_good,7
gpt4o,2,fg03,NA,NA,NA,filler_good,7
gpt4o,2,fg04,NA,NA,NA,filler_good,7
gpt4o,2,fg05,NA,NA,NA,filler_good,7
gpt4o,2,fg06,NA,NA,NA,filler_good,7
gpt4o,2,fg07,NA,NA,NA,filler_good,7
gpt4o,2,fg08,NA,NA,NA,filler_good,7
gpt4o,2,fg09,NA,NA,NA,filler_good,7
gpt4o,2,fg10,NA,NA,NA,filler_good,7
gpt4o,2,fg11,NA,NA,NA,filler_good,7
gpt4o,2,fg12,NA,NA,NA,filler_good,7
gpt4o,2,fm01,NA,NA,NA,filler_mild,2
gpt4o,2,fm02,NA,NA,NA,filler_mild,2
gpt4o,2,fm03,NA,NA,NA,filler_mild,5
gpt4o,2,fm04,NA,NA,NA,filler_mild,1
gpt4o,2,fm05,NA,NA,NA,filler_mild,1
gpt4o,2,fm06,NA,NA,NA,filler_mild,4
gpt4o,2,fm07,NA,NA,NA,filler_mild,7
gpt4o,2,fm08,NA,NA,NA,filler_mild,7
gpt4o,2,fm09,NA,NA,NA,filler_mild,7
gpt4o,2,fm10,NA,NA,NA,filler_mild,6
